Point,Corner,mc_iteration,Pass/Fail,Voltage_thres,gm_0,gm_1,ID_max,ID_Interpol,Gain_inter,Rout_0,Rout_1,Voh,Vol,Vih,Vil
97,nom,97,,1.26335786759210e+00,8.22954601165023e-05,1.04753898916907e-05,4.95893346014375e-06,4.95015138128258e-06,-8.87950020685397e+01,1.02187864419681e+06,1.73639320895045e+07,1.75380056005325e+00,3.95246517908569e-02,1.37845342214207e+00,1.23736964422212e+00
98,nom,98,,1.29074150815510e+00,8.71268018991094e-05,1.05377157160603e-05,5.09416024293448e-06,5.08403896001799e-06,-8.59053456649687e+01,9.34530399380764e+05,1.73589660645346e+07,1.75421034709298e+00,3.89506551758167e-02,1.40550016595732e+00,1.26508119217875e+00
99,nom,99,,1.26939932693793e+00,7.84265771530081e-05,9.85755669036556e-06,4.65524407731512e-06,4.64743325078346e-06,-9.07346970283352e+01,1.09808604706246e+06,1.84680705047687e+07,1.75448303612705e+00,3.93450258788982e-02,1.38358023185329e+00,1.24386662578647e+00
100,nom,100,,1.27613199513337e+00,8.01058128042137e-05,1.00643846855802e-05,4.71433069911400e-06,4.70563480076406e-06,-9.08131508668445e+01,1.07428566836919e+06,1.86912074512407e+07,1.75471364935004e+00,3.91696275423838e-02,1.38934797837439e+00,1.25070999805177e+00
101,nom,101,,1.29407598009854e+00,9.07500417788470e-05,1.07472062968986e-05,5.35069715568506e-06,5.34041396481468e-06,-8.16783054014705e+01,8.54202149937346e+05,1.61656793198389e+07,1.75360118214603e+00,3.91919987635901e-02,1.41093247579098e+00,1.26784966648573e+00
102,nom,102,,1.28199807878224e+00,8.38237598594639e-05,1.02964187906920e-05,4.94334257441776e-06,4.93424539964343e-06,-8.73648396714111e+01,9.88539365377481e+05,1.76492913059099e+07,1.75424588572428e+00,3.92016411511523e-02,1.39671474053173e+00,1.25626209116624e+00
103,nom,103,,1.27997277041182e+00,7.62504567943351e-05,9.52847176913933e-06,4.42587824468829e-06,4.41784496537986e-06,-9.28868058723704e+01,1.15551552374240e+06,1.99431716455904e+07,1.75538588973718e+00,3.89646794490724e-02,1.39214856669644e+00,1.25500952133682e+00
104,nom,104,,1.28000889473803e+00,7.70041365609405e-05,9.61056914124711e-06,4.48265915438233e-06,4.47444606473985e-06,-9.17860251024088e+01,1.13042345801571e+06,1.96528631253880e+07,1.75525416440097e+00,3.90515438657044e-02,1.39255702285828e+00,1.25489075744185e+00
105,nom,105,,1.27280678062074e+00,8.54485316129954e-05,1.07919759279854e-05,5.09684171155651e-06,5.08709831696812e-06,-8.87880516747356e+01,9.83220699096065e+05,1.73374128904480e+07,1.75394300216694e+00,3.92873806253257e-02,1.38704871839495e+00,1.24693770365744e+00
106,nom,106,,1.25373568976197e+00,6.96469756099458e-05,9.19482756071714e-06,4.12999404552280e-06,4.12238215463170e-06,-9.49234604329481e+01,1.28845981203691e+06,2.09749879681231e+07,1.75549874860913e+00,3.94185001231198e-02,1.36559425114712e+00,1.22865279028128e+00
107,nom,107,,1.26875720196234e+00,8.08495160651875e-05,1.01904107337717e-05,4.82976199449079e-06,4.82115963686807e-06,-8.86385632160361e+01,1.03897924587634e+06,1.78550591217994e+07,1.75416028928971e+00,3.94587354736651e-02,1.38351068725392e+00,1.24290558075009e+00
108,nom,108,,1.27565381643656e+00,7.86211595240828e-05,9.85372050810049e-06,4.62924423860442e-06,4.62071114454669e-06,-8.98005991979648e+01,1.08252685420790e+06,1.88706372660072e+07,1.75480658916472e+00,3.92741943550884e-02,1.38919920879597e+00,1.25015336426896e+00
109,nom,109,,1.27448113784800e+00,8.84615002615608e-05,1.08674134353399e-05,5.32579613400408e-06,5.31692612012534e-06,-8.57327410777861e+01,9.20446055253862e+05,1.59997909897329e+07,1.75318111177177e+00,3.94644913042743e-02,1.39118786902502e+00,1.24818506931306e+00
110,nom,110,,1.29050740093688e+00,8.26391174175301e-05,9.97241892044636e-06,4.81040790739886e-06,4.80134894574549e-06,-8.67572898653688e+01,9.96446189363164e+05,1.81753967283691e+07,1.75465824492074e+00,3.90277347231388e-02,1.40498300387610e+00,1.26500603083674e+00
111,nom,111,,1.25479793756897e+00,7.52168094465440e-05,9.83504177777272e-06,4.51241351403048e-06,4.50419539629796e-06,-9.21601416485116e+01,1.15856413841065e+06,1.91401270508190e+07,1.75461978283841e+00,3.95283610272108e-02,1.36822584477780e+00,1.22924546694681e+00
112,nom,112,,1.26313718985609e+00,7.44307375594506e-05,9.65861839382632e-06,4.39709154002411e-06,4.38894620917229e-06,-9.41000736254754e+01,1.19607564321897e+06,1.99752159467938e+07,1.75515571697367e+00,3.92427563031290e-02,1.37523644561574e+00,1.23798599052673e+00
113,nom,113,,1.27655845066108e+00,8.25027180782168e-05,1.01989524158151e-05,4.89093548093595e-06,4.88261871715011e-06,-8.88063876423175e+01,1.02213878710457e+06,1.76490797561791e+07,1.75415575448872e+00,3.92832079487091e-02,1.39137342558857e+00,1.25084772394008e+00
114,nom,114,,1.29003944540824e+00,8.68863558079086e-05,1.05244285931329e-05,5.09895726235450e-06,5.08868096395166e-06,-8.45819250738479e+01,9.22320935227595e+05,1.72761449771820e+07,1.75417699336088e+00,3.91246615609918e-02,1.40514593525458e+00,1.26415314696194e+00
115,nom,115,,1.25626690834232e+00,7.91669418743901e-05,1.02128835098033e-05,4.78871975280959e-06,4.78034354007836e-06,-8.97657005960759e+01,1.07343759018618e+06,1.78361000200482e+07,1.75395430053531e+00,3.96318412756338e-02,1.37119892041468e+00,1.23033934489785e+00
116,nom,116,,1.27869648017754e+00,8.05926000728651e-05,1.00198994489435e-05,4.73670618294876e-06,4.72814130197972e-06,-8.99870421927322e+01,1.05902050645800e+06,1.84917607191857e+07,1.75464197235460e+00,3.91520546247920e-02,1.39237114451130e+00,1.25324897586903e+00
117,nom,117,,1.30231429984786e+00,9.40847149232474e-05,1.08809517065223e-05,5.52699900082913e-06,5.51622699790466e-06,-7.90115510442884e+01,7.97663130898209e+05,1.55628664186797e+07,1.75337654355985e+00,3.91320267646018e-02,1.42020232509455e+00,1.27592906859727e+00
118,nom,118,,1.29514006106318e+00,8.46421818530460e-05,1.01684194368054e-05,4.90305989623417e-06,4.89316571098459e-06,-8.60247057490643e+01,9.63600592161429e+05,1.80666355386698e+07,1.75466981385097e+00,3.88805085353709e-02,1.40941389310030e+00,1.26967793403511e+00
119,nom,119,,1.26505594372467e+00,7.66140571468417e-05,9.82780029323506e-06,4.55056886298387e-06,4.54213374898478e-06,-9.11452219152239e+01,1.12590480144016e+06,1.91262851748565e+07,1.75477154930881e+00,3.93912078753188e-02,1.37837939238169e+00,1.23955438689090e+00
120,nom,120,,1.26393754216690e+00,7.58526160490993e-05,9.70929741068402e-06,4.50314265131325e-06,4.49530592706985e-06,-9.24218392345105e+01,1.15475135926202e+06,1.92028810139838e+07,1.75477850723759e+00,3.93468676371668e-02,1.37725663973412e+00,1.23856817196326e+00
121,nom,121,,1.30452067625548e+00,8.27029030746169e-05,9.82805036072141e-06,4.71662520068626e-06,4.70626349069980e-06,-8.51855541387062e+01,9.75879455035286e+05,1.90188696398607e+07,1.75533060557727e+00,3.87315421337890e-02,1.41800948781053e+00,1.27929100306516e+00
122,nom,122,,1.29761140446010e+00,8.93329452351024e-05,1.06429758092950e-05,5.20890828519258e-06,5.19795547747784e-06,-8.29253481159268e+01,8.79497925597797e+05,1.69979240105493e+07,1.75413699259781e+00,3.89817327840738e-02,1.41304943873070e+00,1.27172776364466e+00
123,nom,123,,1.27361336126529e+00,7.90809096364834e-05,9.86261194763410e-06,4.68337433503124e-06,4.67517238067322e-06,-8.88741852134988e+01,1.06622622558826e+06,1.83867412056918e+07,1.75452257113638e+00,3.93862615165409e-02,1.38805068304339e+00,1.24794118564389e+00
124,nom,124,,1.28304922907700e+00,7.72489806025141e-05,9.54596053989584e-06,4.48835871649291e-06,4.48016542359669e-06,-9.06450921638849e+01,1.11347008587794e+06,1.95413047677218e+07,1.75524781986232e+00,3.90588523293183e-02,1.39598718299638e+00,1.25788302669236e+00
125,nom,125,,1.28125688833017e+00,8.58931946762300e-05,1.05485052669372e-05,5.08738577401459e-06,5.07800173988811e-06,-8.67011742319812e+01,9.57193640446045e+05,1.71427677140330e+07,1.75395073292711e+00,3.92225469885796e-02,1.39640127029929e+00,1.25537968779009e+00
126,nom,126,,1.27668246316143e+00,8.18916764612797e-05,1.02035203481925e-05,4.83447673565294e-06,4.82585836798270e-06,-9.00347039122501e+01,1.04281657285579e+06,1.80913113570579e+07,1.75439234117334e+00,3.91683855988179e-02,1.39063983134199e+00,1.25115770878282e+00
127,nom,127,,1.24914668633301e+00,7.20143561446059e-05,9.45197646390616e-06,4.33332036100671e-06,4.32582265273897e-06,-9.24435091190259e+01,1.21486643043079e+06,1.95747477376027e+07,1.75476012543319e+00,3.96685914218863e-02,1.36286296293350e+00,1.22361584664800e+00
128,nom,128,,1.26627242480444e+00,7.14722549666863e-05,9.20157335396751e-06,4.19074170088203e-06,4.18295723153506e-06,-9.35219354550635e+01,1.23871029991963e+06,2.08218031831891e+07,1.75561647783694e+00,3.92671551093433e-02,1.37819431958810e+00,1.24122493094767e+00
129,nom,129,,1.26855368765782e+00,8.16664646932515e-05,1.03628945087992e-05,4.87530067326750e-06,4.86629860064054e-06,-8.93781527069846e+01,1.03613292517133e+06,1.78920341373733e+07,1.75417559831678e+00,3.93860708986331e-02,1.38280329407467e+00,1.24276678028857e+00
130,nom,130,,1.28563479043558e+00,8.62794240250453e-05,1.04725366037419e-05,5.08305902737375e-06,5.07371796711285e-06,-8.62940334541448e+01,9.49083585313485e+05,1.71405808549530e+07,1.75400668168229e+00,3.91100014867356e-02,1.40090834062227e+00,1.25985502389906e+00
131,nom,131,,1.25364572098397e+00,7.79979221678533e-05,1.01350082235058e-05,4.72603015272560e-06,4.71751162535514e-06,-8.94896041332184e+01,1.08510175825254e+06,1.80659305917290e+07,1.75404954287858e+00,3.97097293402233e-02,1.36848738786608e+00,1.22767200707302e+00
132,nom,132,,1.27376288794378e+00,7.98921776884056e-05,1.00677542103559e-05,4.71447715143651e-06,4.70592573197831e-06,-9.10860149213659e+01,1.08050927403151e+06,1.86242655028834e+07,1.75463749935197e+00,3.91999680078322e-02,1.38710170304825e+00,1.24832535713247e+00
133,nom,133,,1.28817371054669e+00,8.94822996223687e-05,1.07227170574214e-05,5.30227451071220e-06,5.29252335252523e-06,-8.32511072350230e+01,8.83167857691352e+05,1.62568295378690e+07,1.75355385851938e+00,3.92495751443178e-02,1.40480190364636e+00,1.26199072643059e+00
134,nom,134,,1.29577543496955e+00,8.33008510253082e-05,9.96529610134734e-06,4.81707560169031e-06,4.80762233461717e-06,-8.60670888418978e+01,9.80374937130341e+05,1.82735317741021e+07,1.75479063905368e+00,3.89054749264479e-02,1.41012336969015e+00,1.27035536960293e+00
135,nom,135,,1.26954273859590e+00,7.47732141031835e-05,9.47766168641981e-06,4.41004320720060e-06,4.40197617779913e-06,-9.04633779516113e+01,1.14618753736325e+06,1.96190595947436e+07,1.75509586464896e+00,3.93905459261202e-02,1.38287272984500e+00,1.24411297448402e+00
136,nom,136,,1.26655441377942e+00,7.69183972695907e-05,9.80146625410228e-06,4.56215552278431e-06,4.55406632474704e-06,-9.15864244796297e+01,1.12825617714315e+06,1.90119313384679e+07,1.75472615349265e+00,3.93402399434642e-02,1.38000235444599e+00,1.24111510860451e+00
137,nom,137,,1.30297605270031e+00,8.36201270139445e-05,9.95934935662504e-06,4.79197910743645e-06,4.78141850292272e-06,-8.44726740574946e+01,9.56832058359912e+05,1.86829517548124e+07,1.75514174974760e+00,3.88286917392100e-02,1.41681795508705e+00,1.27757588165746e+00
138,nom,138,,1.30829443914747e+00,9.57475152942744e-05,1.10679591953517e-05,5.56604753436967e-06,5.55389229616906e-06,-7.91588398569074e+01,7.83775111292818e+05,1.58811545060063e+07,1.75365971526944e+00,3.88722779112699e-02,1.42518112880874e+00,1.28214763367594e+00
139,nom,139,,1.27183667953032e+00,8.06480898414946e-05,1.00631392992112e-05,4.79649808457021e-06,4.78841412535521e-06,-8.93462296239783e+01,1.05166010758180e+06,1.79100577866596e+07,1.75422767865887e+00,3.93696054117788e-02,1.38657021900781e+00,1.24612982355256e+00
140,nom,140,,1.27955559687255e+00,7.92727802325924e-05,9.82041071165845e-06,4.63741672676118e-06,4.62932278759135e-06,-9.12331394872284e+01,1.09261075888308e+06,1.88456109555452e+07,1.75482221629549e+00,3.90413359001566e-02,1.39294014400763e+00,1.25432525071775e+00
141,nom,141,,1.28671944433812e+00,8.73769307304496e-05,1.05688853675190e-05,5.15893415389610e-06,5.14927670913353e-06,-8.48925735383899e+01,9.21742092501779e+05,1.68529850047058e+07,1.75387339159333e+00,3.91872889581681e-02,1.40244515155707e+00,1.26075703889804e+00
142,nom,142,,1.28281215094250e+00,8.21259780578150e-05,1.01106259809767e-05,4.82170390706414e-06,4.81268865812727e-06,-8.79964330971618e+01,1.01601209743644e+06,1.81693571285882e+07,1.75454336731763e+00,3.91669712893240e-02,1.39698284139466e+00,1.25721310199770e+00
143,nom,143,,1.24950867594234e+00,7.45649811962818e-05,9.79808285626630e-06,4.50504386305789e-06,4.49704421645946e-06,-9.17326927269628e+01,1.16342412729952e+06,1.89439561480696e+07,1.75444378132721e+00,3.96731884690963e-02,1.36350585484900e+00,1.22382185293809e+00
144,nom,144,,1.27321888931062e+00,7.43454230513894e-05,9.33101376723272e-06,4.35663843644436e-06,4.34910736473621e-06,-9.17411101227604e+01,1.17111939025290e+06,1.98387905419180e+07,1.75524708279030e+00,3.92541684141033e-02,1.38628329688679e+00,1.24801193049382e+00
145,nom,145,,1.27018497997463e+00,8.31502784100898e-05,1.04115412306199e-05,4.97716357697444e-06,4.96858583515877e-06,-8.84143570393283e+01,1.00852257205762e+06,1.72962863207226e+07,1.75386543584333e+00,3.94245585926818e-02,1.38536857831326e+00,1.24426403429914e+00
146,nom,146,,1.30233926325132e+00,8.79526919538008e-05,1.03990651648946e-05,5.08617046270683e-06,5.07523687825523e-06,-8.27599516751016e+01,8.91667187646576e+05,1.74666825479533e+07,1.75447731150495e+00,3.88967769908128e-02,1.41743520273439e+00,1.27661523083917e+00
147,nom,147,,1.26864493201936e+00,7.96376673155599e-05,1.00602527500631e-05,4.73633896990361e-06,4.72816552595244e-06,-9.07987570700317e+01,1.08124673465591e+06,1.82747052531369e+07,1.75436806244082e+00,3.93288672143253e-02,1.38271376500402e+00,1.24307107655357e+00
148,nom,148,,1.28473789022660e+00,8.09438500177672e-05,9.90779949438705e-06,4.72829012943581e-06,4.71964406013973e-06,-8.86441914407407e+01,1.03933070012410e+06,1.84859102315478e+07,1.75473009387360e+00,3.90776856728969e-02,1.39871977763918e+00,1.25931606319204e+00
149,nom,149,,1.24123651521437e+00,7.04427941777220e-05,9.52955995282622e-06,4.25260052508603e-06,4.24452373788121e-06,-9.42147642438910e+01,1.26137288386088e+06,2.02574042040749e+07,1.75498707117639e+00,3.96849078339166e-02,1.35376179449740e+00,1.21581359115170e+00
150,nom,150,,1.28455234520721e+00,8.53379402994714e-05,1.04021805511849e-05,5.02822944774718e-06,5.01892336627037e-06,-8.65733694796698e+01,9.62419023311679e+05,1.73439477246578e+07,1.75411037610667e+00,3.91478463574012e-02,1.39961286615888e+00,1.25878232867215e+00
151,nom,151,,1.24605916922796e+00,7.73095647074734e-05,1.02005529537417e-05,4.72905925515360e-06,4.72024277252825e-06,-8.86784643528966e+01,1.08298009506442e+06,1.79593883721555e+07,1.75389496694118e+00,3.99137589006546e-02,1.36125766104379e+00,1.21985631782475e+00
152,nom,152,,1.27797338389638e+00,7.60309114110793e-05,9.57830687365277e-06,4.42288034649728e-06,4.41467589217814e-06,-9.30228606646648e+01,1.15960362114728e+06,2.00282269819560e+07,1.75540940462671e+00,3.90285060437810e-02,1.38992789407251e+00,1.25295805641800e+00
153,nom,153,,1.28613192227979e+00,8.35933667106390e-05,1.01372963088538e-05,4.91001745651497e-06,4.90107898777538e-06,-8.63442354485147e+01,9.80577797230265e+05,1.76620998212808e+07,1.75431998353342e+00,3.91844918275150e-02,1.40120089020274e+00,1.26039956097753e+00
154,nom,154,,1.30808381970150e+00,9.12409661629611e-05,1.04790316099507e-05,5.28267510511735e-06,5.27213486819699e-06,-8.03213578675935e+01,8.36371219485108e+05,1.64559982635493e+07,1.75399141339262e+00,3.89000187761520e-02,1.42490968174563e+00,1.28215409736060e+00
155,nom,155,,1.26424556974208e+00,8.06662985954669e-05,1.02629942785433e-05,4.83649400059857e-06,4.82807754460640e-06,-9.00826243304271e+01,1.05824663769118e+06,1.78288535720670e+07,1.75406349712491e+00,3.94428472555064e-02,1.37881795409925e+00,1.23847113948913e+00
156,nom,156,,1.27357827257530e+00,7.80738019724760e-05,9.81676818950083e-06,4.60118274713225e-06,4.59291914541725e-06,-9.07228935743688e+01,1.10166236021119e+06,1.89470445823800e+07,1.75480537812520e+00,3.92585413361791e-02,1.38701681284077e+00,1.24815157848311e+00
157,nom,157,,1.27526914204602e+00,8.69681180285716e-05,1.06793872298629e-05,5.21281444570262e-06,5.20421299631076e-06,-8.66963574040956e+01,9.47080587476096e+05,1.63765503665992e+07,1.75340995471982e+00,3.93897587006101e-02,1.39154093111283e+00,1.24916369967350e+00
158,nom,158,,1.28199916609874e+00,8.25824942619172e-05,1.01928511490196e-05,4.84328630741867e-06,4.83431511375745e-06,-8.93121397245921e+01,1.02555504971512e+06,1.81662023296206e+07,1.75450880275340e+00,3.90371048833961e-02,1.39586414238091e+00,1.25655670245536e+00
159,nom,159,,1.25316107376798e+00,7.32445759548021e-05,9.65795066879045e-06,4.38541790196062e-06,4.37707537500054e-06,-9.24079175686885e+01,1.19155156232886e+06,1.97593112775766e+07,1.75491746398697e+00,3.95550775192928e-02,1.36606137208941e+00,1.22767650381556e+00
160,nom,160,,1.25572104180584e+00,7.39594305175105e-05,9.73516187279360e-06,4.41270023483696e-06,4.40427594021583e-06,-9.31327431031705e+01,1.18940632851018e+06,1.97877672440615e+07,1.75496481165431e+00,3.94443677936986e-02,1.36824746265138e+00,1.23034334932647e+00
161,nom,161,,1.26264022718970e+00,8.23594642363054e-05,1.04217799487690e-05,4.98056235649170e-06,4.97204916834352e-06,-8.77025482814897e+01,1.00942058524184e+06,1.70658838397627e+07,1.75362675659524e+00,3.96272506273170e-02,1.37849482975526e+00,1.23649671405099e+00
162,nom,162,,1.29426261493215e+00,8.69214391628806e-05,1.04265334778391e-05,5.06856363602567e-06,5.05833470592935e-06,-8.45589195331486e+01,9.22189882256253e+05,1.74056567488442e+07,1.75430449657912e+00,3.89915375252324e-02,1.40928381198876e+00,1.26852978802874e+00
163,nom,163,,1.27101498178936e+00,7.82743228219675e-05,9.80855174599430e-06,4.64098193115977e-06,4.63302241197283e-06,-8.97695581443962e+01,1.08822645712099e+06,1.85176714046826e+07,1.75454458746546e+00,3.93831087114880e-02,1.38531275853371e+00,1.24541531420661e+00
164,nom,164,,1.28927099996469e+00,7.99257885367089e-05,9.73648386295981e-06,4.63137207380628e-06,4.62250678236861e-06,-8.83754466851150e+01,1.04891582247575e+06,1.90045887464822e+07,1.75507348755945e+00,3.89890571837280e-02,1.40278592215606e+00,1.26398428613085e+00
165,nom,165,,1.29577269165434e+00,9.30384200533323e-05,1.10293397934360e-05,5.47822685665821e-06,5.46711692367956e-06,-8.14611871191273e+01,8.30053567283398e+05,1.59845200959715e+07,1.75351321385573e+00,3.90832621826200e-02,1.41243033667383e+00,1.26955998013226e+00
166,nom,166,,1.28195364088617e+00,8.48589551978184e-05,1.04384543136562e-05,5.00224762326111e-06,4.99295890672014e-06,-8.79268188346136e+01,9.82510460137064e+05,1.75317083385799e+07,1.75416752659641e+00,3.91045618708598e-02,1.39651323704791e+00,1.25629216341480e+00
167,nom,167,,1.26030586737534e+00,7.67624626509849e-05,9.81359453942562e-06,4.59895474373270e-06,4.59119082486577e-06,-9.08198530011704e+01,1.12169633145105e+06,1.85353589684312e+07,1.75438577180936e+00,3.95236328998968e-02,1.37471557845554e+00,1.23465302892712e+00
168,nom,168,,1.26864370184207e+00,7.79137133938279e-05,9.95622783246677e-06,4.60638284463269e-06,4.59789902717056e-06,-9.22553814932391e+01,1.12109702012269e+06,1.90780895234760e+07,1.75479277123473e+00,3.92304288955998e-02,1.38151662492961e+00,1.24329303494099e+00
169,nom,169,,1.28007219299603e+00,8.55188994091704e-05,1.04662934106762e-05,5.07866075125479e-06,5.06974466283197e-06,-8.65681433596796e+01,9.60957046739705e+05,1.69881590553837e+07,1.75384492495548e+00,3.92928106269855e-02,1.39566068701564e+00,1.25413420116956e+00
170,nom,170,,1.25809708279914e+00,7.08904714607500e-05,9.20949050023907e-06,4.20188489448765e-06,4.19435947022717e-06,-9.32000736130738e+01,1.24456941060549e+06,2.04627298250315e+07,1.75532506892313e+00,3.94551628470770e-02,1.37075073593874e+00,1.23286952520879e+00
