in_temp27_X,in_temp27_Y,out_temp27_X,out_temp27_Y,out_temp-50_X,out_temp-50_Y,out_temp50_X,out_temp50_Y,out_temp0_X,out_temp0_Y
0.9,0.9,0.9,1.797555129451577,0.9,1.797283496942339,0.9,1.797611289037918,0.9,1.797477275295011
0.90045,0.90045,0.90045,1.797548521415466,0.90045,1.79727468878604,0.90045,1.797605135967829,0.90045,1.797470036322594
0.9008999999999999,0.9008999999999999,0.9008999999999999,1.797541895929485,0.9008999999999999,1.797265851734081,0.9008999999999999,1.797598967527229,0.9008999999999999,1.797462776847698
0.9013499999999999,0.9013499999999999,0.9013499999999999,1.797535252934882,0.9013499999999999,1.797256985661368,0.9013499999999999,1.797592783667398,0.9013499999999999,1.797455496795652
0.9017999999999998,0.9017999999999998,0.9017999999999998,1.797528592372637,0.9017999999999998,1.797248090442314,0.9017999999999998,1.797586584339407,0.9017999999999998,1.797448196091415
0.9022499999999998,0.9022499999999998,0.9022499999999998,1.797521914183457,0.9022499999999998,1.797239165950594,0.9022499999999998,1.797580369494113,0.9022499999999998,1.797440874659578
0.9026999999999997,0.9026999999999997,0.9026999999999997,1.797515218307779,0.9026999999999997,1.797230212059145,0.9026999999999997,1.79757413908216,0.9026999999999997,1.797433532424357
0.9031499999999997,0.9031499999999997,0.9031499999999997,1.797508504685764,0.9031499999999997,1.797221228640163,0.9031499999999997,1.797567893053978,0.9031499999999997,1.797426169309591
0.9035999999999996,0.9035999999999996,0.9035999999999996,1.797501773257298,0.9035999999999996,1.797212215565092,0.9035999999999996,1.797561631359781,0.9035999999999996,1.797418785238744
0.9040499999999996,0.9040499999999996,0.9040499999999996,1.797495023961991,0.9040499999999996,1.797203172704624,0.9040499999999996,1.797555353949564,0.9040499999999996,1.797411380134899
0.9044999999999995,0.9044999999999995,0.9044999999999995,1.797488256739174,0.9044999999999995,1.79719409992869,0.9044999999999995,1.797549060773107,0.9044999999999995,1.797403953920757
0.9049499999999995,0.9049499999999995,0.9049499999999995,1.797481471527897,0.9049499999999995,1.797184997106459,0.9049499999999995,1.797542751779969,0.9049499999999995,1.797396506518634
0.9053999999999994,0.9053999999999994,0.9053999999999994,1.79747466826693,0.9053999999999994,1.797175864106328,0.9053999999999994,1.79753642691949,0.9053999999999994,1.797389037850461
0.9058499999999994,0.9058499999999994,0.9058499999999994,1.797467846894758,0.9058499999999994,1.797166700795919,0.9058499999999994,1.797530086140786,0.9058499999999994,1.797381547837779
0.9062999999999993,0.9062999999999993,0.9062999999999993,1.797461007349584,0.9062999999999993,1.797157507042074,0.9062999999999993,1.797523729392753,0.9062999999999993,1.797374036401737
0.9067499999999993,0.9067499999999993,0.9067499999999993,1.797454149569323,0.9067499999999993,1.79714828271085,0.9067499999999993,1.797517356624062,0.9067499999999993,1.797366503463093
0.9071999999999992,0.9071999999999992,0.9071999999999992,1.797447273491601,0.9071999999999992,1.79713902766751,0.9071999999999992,1.797510967783159,0.9071999999999992,1.797358948942206
0.9076499999999992,0.9076499999999992,0.9076499999999992,1.797440379053759,0.9076499999999992,1.797129741776522,0.9076499999999992,1.797504562818263,0.9076499999999992,1.797351372759041
0.9080999999999991,0.9080999999999991,0.9080999999999991,1.797433466192841,0.9080999999999991,1.79712042490155,0.9080999999999991,1.797498141677368,0.9080999999999991,1.797343774833158
0.9085499999999991,0.9085499999999991,0.9085499999999991,1.797426534845603,0.9085499999999991,1.797111076905451,0.9085499999999991,1.797491704308238,0.9085499999999991,1.797336155083717
0.908999999999999,0.908999999999999,0.908999999999999,1.797419584948506,0.908999999999999,1.797101697650268,0.908999999999999,1.797485250658405,0.908999999999999,1.797328513429472
0.909449999999999,0.909449999999999,0.909449999999999,1.797412616437712,0.909449999999999,1.797092286997224,0.909449999999999,1.797478780675174,0.909449999999999,1.797320849788769
0.9098999999999989,0.9098999999999989,0.9098999999999989,1.79740562924909,0.9098999999999989,1.797082844806716,0.9098999999999989,1.797472294305616,0.9098999999999989,1.797313164079544
0.9103499999999989,0.9103499999999989,0.9103499999999989,1.797398623318206,0.9103499999999989,1.797073370938312,0.9103499999999989,1.797465791496567,0.9103499999999989,1.797305456219321
0.9107999999999988,0.9107999999999988,0.9107999999999988,1.797391598580329,0.9107999999999988,1.79706386525074,0.9107999999999988,1.79745927219463,0.9107999999999988,1.797297726125209
0.9112499999999988,0.9112499999999988,0.9112499999999988,1.797384554970421,0.9112499999999988,1.797054327601888,0.9112499999999988,1.797452736346173,0.9112499999999988,1.797289973713898
0.9116999999999987,0.9116999999999987,0.9116999999999987,1.797377492423143,0.9116999999999987,1.797044757848794,0.9116999999999987,1.797446183897323,0.9116999999999987,1.797282198901659
0.9121499999999987,0.9121499999999987,0.9121499999999987,1.797370410872849,0.9121499999999987,1.79703515584764,0.9121499999999987,1.797439614793974,0.9121499999999987,1.797274401604343
0.9125999999999986,0.9125999999999986,0.9125999999999986,1.797363310253586,0.9125999999999986,1.79702552145375,0.9125999999999986,1.797433028981775,0.9125999999999986,1.797266581737371
0.9130499999999986,0.9130499999999986,0.9130499999999986,1.797356190499091,0.9130499999999986,1.797015854521578,0.9130499999999986,1.797426426406137,0.9130499999999986,1.797258739215741
0.9134999999999985,0.9134999999999985,0.9134999999999985,1.79734905154279,0.9134999999999985,1.797006154904707,0.9134999999999985,1.797419807012228,0.9134999999999985,1.797250873954017
0.9139499999999985,0.9139499999999985,0.9139499999999985,1.797341893317797,0.9139499999999985,1.79699642245584,0.9139499999999985,1.797413170744972,0.9139499999999985,1.797242985866335
