/ed_neo1 (Design_Point=1) X,/ed_neo1 (Design_Point=1) Y,GanhoEdNeo (Design_Point=1) X,GanhoEdNeo (Design_Point=1) Y,/I37/I0/b1 (Design_Point=1) X,/I37/I0/b1 (Design_Point=1) Y,GanhoVprod (Design_Point=1) X,GanhoVprod (Design_Point=1) Y
-0.3129999999999998,1.691911312448655,-0.3119999999999998,-0.08543362923041357,-0.3129999999999998,1.271140532732921,-0.3119999999999998,0.2489712503692674
-0.3119999999999998,1.691825878819425,-0.3109999999999998,-0.0861132165099753,-0.3119999999999998,1.27138950398329,-0.3109999999999998,0.2489480074816528
-0.3109999999999998,1.691739765602915,-0.3099999999999998,-0.08680105603287017,-0.3109999999999998,1.271638451990772,-0.3099999999999998,0.2489242191365812
-0.3099999999999998,1.691652964546882,-0.3089999999999998,-0.08749729294121869,-0.3099999999999998,1.271887376209908,-0.3089999999999998,0.2488998731455803
-0.3089999999999998,1.691565467253941,-0.3079999999999998,-0.08820207600379595,-0.3089999999999998,1.272136276083054,-0.3079999999999998,0.2488749570510593
-0.3079999999999998,1.691477265177937,-0.3069999999999998,-0.08891555906043172,-0.3079999999999998,1.272385151040105,-0.3069999999999998,0.2488494581465159
-0.3069999999999998,1.691388349618876,-0.3059999999999998,-0.08963789888394294,-0.3069999999999998,1.272634000498251,-0.3059999999999998,0.248823363443673
-0.3059999999999998,1.691298711719992,-0.3049999999999998,-0.09036925350791583,-0.3059999999999998,1.272882823861695,-0.3049999999999998,0.2487966596864675
-0.3049999999999998,1.691208342466485,-0.3039999999999998,-0.09110979157633806,-0.3049999999999998,1.273131620521382,-0.3039999999999998,0.2487693333363958
-0.3039999999999998,1.691117232674908,-0.3029999999999998,-0.09185967767644235,-0.3039999999999998,1.273380389854718,-0.3029999999999998,0.2487413705725137
-0.3029999999999998,1.691025372997232,-0.3019999999999998,-0.09261908801283517,-0.3029999999999998,1.273629131225291,-0.3019999999999998,0.24871275728211
-0.3019999999999998,1.690932753909219,-0.3009999999999998,-0.09338819767346065,-0.3019999999999998,1.273877843982573,-0.3009999999999998,0.2486834790558221
-0.3009999999999998,1.690839365711545,-0.2999999999999998,-0.09416719064558868,-0.3009999999999998,1.274126527461628,-0.2999999999999998,0.2486535211874139
-0.2999999999999998,1.6907451985209,-0.2989999999999998,-0.09495625239730457,-0.2999999999999998,1.274375180982816,-0.2989999999999998,0.248622868656234
-0.2989999999999998,1.690650242268503,-0.2979999999999998,-0.09575557491547917,-0.2989999999999998,1.274623803851472,-0.2979999999999998,0.2485915061360975
-0.2979999999999998,1.690554486693587,-0.2969999999999998,-0.0965653562365886,-0.2979999999999998,1.274872395357608,-0.2969999999999998,0.2485594179773007
-0.2969999999999998,1.690457921337351,-0.2959999999999998,-0.09738579575180309,-0.2969999999999998,1.275120954775586,-0.2959999999999998,0.2485265882075092
-0.2959999999999998,1.690360535541599,-0.2949999999999998,-0.09821710402890807,-0.2959999999999998,1.275369481363793,-0.2949999999999998,0.2484930005222095
-0.2949999999999998,1.69026231843757,-0.2939999999999998,-0.09905949246191695,-0.2949999999999998,1.275617974364315,-0.2939999999999998,0.2484586382802687
-0.2939999999999998,1.690163258945108,-0.2929999999999998,-0.0999131792307483,-0.2939999999999998,1.275866433002596,-0.2929999999999998,0.2484234844997155
-0.2929999999999998,1.690063345765877,-0.2919999999999998,-0.1007783911304293,-0.2929999999999998,1.276114856487095,-0.2919999999999998,0.2483875218453055
-0.2919999999999998,1.689962567374747,-0.2909999999999998,-0.1016553580870382,-0.2919999999999998,1.276363244008941,-0.2909999999999998,0.2483507326294097
-0.2909999999999998,1.68986091201666,-0.2899999999999998,-0.1025443199937913,-0.2909999999999998,1.27661159474157,-0.2899999999999998,0.2483130987984692
-0.2899999999999998,1.689758367696666,-0.2889999999999998,-0.1034455170880743,-0.2899999999999998,1.276859907840368,-0.2889999999999998,0.2482746019334401
-0.2889999999999998,1.689654922179578,-0.2879999999999998,-0.1043592057452524,-0.2889999999999998,1.277108182442302,-0.2879999999999998,0.2482352232369143
-0.2879999999999998,1.689550562973833,-0.2869999999999998,-0.1052856404102353,-0.2879999999999998,1.277356417665539,-0.2869999999999998,0.2481949435328976
-0.2869999999999998,1.689445277333422,-0.2859999999999998,-0.106225090136247,-0.2869999999999998,1.277604612609072,-0.2859999999999998,0.2481537432481582
-0.2859999999999998,1.689339052243286,-0.2849999999999998,-0.1071778263559419,-0.2859999999999998,1.27785276635232,-0.2849999999999998,0.2481116024244387
-0.2849999999999998,1.68923187441693,-0.2839999999999998,-0.1081441341082011,-0.2849999999999998,1.278100877954744,-0.2839999999999998,0.2480685006871484
-0.2839999999999998,1.689123730282822,-0.2829999999999998,-0.1091243011897002,-0.2839999999999998,1.278348946455431,-0.2829999999999998,0.2480244172651245
-0.2829999999999998,1.689014605981632,-0.2819999999999998,-0.1101186263492425,-0.2829999999999998,1.278596970872697,-0.2819999999999998,0.2479793309593246
-0.2819999999999998,1.688904487355283,-0.2809999999999998,-0.111127420508783,-0.2819999999999998,1.278844950203656,-0.2809999999999998,0.2479332201474891
-0.2809999999999998,1.688793359934774,-0.2799999999999998,-0.1121509983295076,-0.2809999999999998,1.279092883423803,-0.2799999999999998,0.2478860627792565
-0.2799999999999998,1.688681208936445,-0.2789999999999998,-0.1131896888544314,-0.2799999999999998,1.279340769486583,-0.2789999999999998,0.2478378363590659
-0.2789999999999998,1.68856801924759,-0.2779999999999998,-0.1142438291183988,-0.2789999999999998,1.279588607322942,-0.2779999999999998,0.2477885179479331
-0.2779999999999998,1.688453775418472,-0.2769999999999998,-0.1153137665153014,-0.2779999999999998,1.27983639584089,-0.2769999999999998,0.2477380841483521
-0.2769999999999998,1.688338461651957,-0.2759999999999998,-0.1163998612321303,-0.2769999999999998,1.280084133925038,-0.2759999999999998,0.2476865111020741
-0.2759999999999998,1.688222061790724,-0.2749999999999998,-0.1175024834596526,-0.2759999999999998,1.28033182043614,-0.2749999999999998,0.2476337744825583
-0.2749999999999998,1.688104559307265,-0.2739999999999998,-0.1186220147040283,-0.2749999999999998,1.280579454210623,-0.2739999999999998,0.2475798494743218
-0.2739999999999998,1.687985937292561,-0.2729999999999998,-0.1197588513992541,-0.2739999999999998,1.280827034060097,-0.2729999999999998,0.2475247107869281
-0.2729999999999998,1.687866178441161,-0.2719999999999998,-0.120913400474265,-0.2729999999999998,1.281074558770884,-0.2719999999999998,0.2474683326292302
-0.2719999999999998,1.687745265040687,-0.2709999999999998,-0.1220860844435289,-0.2719999999999998,1.281322027103513,-0.2709999999999998,0.2474106887091485
-0.2709999999999998,1.687623178956244,-0.2699999999999998,-0.123277337009453,-0.2709999999999998,1.281569437792222,-0.2699999999999998,0.2473517522183497
-0.2699999999999998,1.687499901619234,-0.2689999999999998,-0.1244876103765334,-0.2699999999999998,1.281816789544441,-0.2689999999999998,0.2472914958360215
-0.2689999999999998,1.687375414008858,-0.2679999999999998,-0.1257173697863933,-0.2689999999999998,1.282064081040277,-0.2679999999999998,0.2472298917066682
-0.2679999999999998,1.687249696639071,-0.2669999999999998,-0.1269670955330592,-0.2679999999999998,1.282311310931983,-0.2669999999999998,0.2471669114425532
-0.2669999999999998,1.687122729543538,-0.2659999999999998,-0.1282372876099113,-0.2669999999999998,1.282558477843426,-0.2659999999999998,0.2471025261063795
-0.2659999999999998,1.686994492255928,-0.2649999999999998,-0.1295284630216108,-0.2659999999999998,1.282805580369532,-0.2649999999999998,0.247036706212844
-0.2649999999999998,1.686864963792907,-0.2639999999999998,-0.1308411530376307,-0.2649999999999998,1.283052617075745,-0.2639999999999998,0.2469694217079874
-0.2639999999999998,1.686734122639869,-0.2629999999999998,-0.1321759139192301,-0.2639999999999998,1.283299586497453,-0.2629999999999998,0.2469006419671957
-0.2629999999999998,1.68660194672595,-0.2619999999999998,-0.1335333178809072,-0.2629999999999998,1.28354648713942,-0.2619999999999998,0.2468303357907595
-0.2619999999999998,1.686468413408069,-0.2609999999999998,-0.1349139598105785,-0.2619999999999998,1.283793317475211,-0.2609999999999998,0.2467584713823354
-0.2609999999999998,1.686333499448258,-0.2599999999999998,-0.1363184572229502,-0.2609999999999998,1.284040075946593,-0.2599999999999998,0.2466850163516108
-0.2599999999999998,1.686197180991035,-0.2589999999999998,-0.1377474481145667,-0.2599999999999998,1.284286760962945,-0.2589999999999998,0.2466099376989825
-0.2589999999999998,1.686059433542921,-0.2579999999999998,-0.1392015973915582,-0.2589999999999998,1.284533370900644,-0.2579999999999998,0.2465332018104502
-0.2579999999999998,1.685920231945529,-0.2569999999999998,-0.1406815948186145,-0.2579999999999998,1.284779904102454,-0.2569999999999998,0.246454774442739
-0.2569999999999998,1.685779550350711,-0.2559999999999998,-0.1421881544494406,-0.2569999999999998,1.285026358876897,-0.2559999999999998,0.246374620720857
-0.2559999999999998,1.685637362196261,-0.2549999999999998,-0.14372202131252,-0.2559999999999998,1.285272733497618,-0.2549999999999998,0.2462927051225525
-0.2549999999999998,1.685493640174949,-0.2539999999999998,-0.1452839690885276,-0.2549999999999998,1.285519026202741,-0.2539999999999998,0.2462089914760932
-0.2539999999999998,1.68534835620586,-0.2529999999999998,-0.1468747989252782,-0.2539999999999998,1.285765235194217,-0.2529999999999998,0.2461234429425028
-0.2529999999999998,1.685201481406935,-0.2519999999999998,-0.1484953506405427,-0.2529999999999998,1.286011358637159,-0.2519999999999998,0.2460360220108979
-0.2519999999999998,1.685052986056294,-0.2509999999999998,-0.150146491709746,-0.2519999999999998,1.28625739465917,-0.2509999999999998,0.2459466904940475
-0.2509999999999998,1.684902839564585,-0.2499999999999998,-0.1518291300490747,-0.2509999999999998,1.286503341349664,-0.2499999999999998,0.2458554095063901
-0.2499999999999998,1.684751010434536,-0.2489999999999998,-0.1535442099949157,-0.2499999999999998,1.28674919675917,-0.2489999999999998,0.2457621394627016
-0.2489999999999998,1.684597466224541,-0.2479999999999998,-0.1552927135077818,-0.2489999999999998,1.286994958898633,-0.2479999999999998,0.2456668400756532
-0.2479999999999998,1.684442173511033,-0.2469999999999998,-0.1570756687683249,-0.2479999999999998,1.287240625738709,-0.2469999999999998,0.2455694703289433
-0.2469999999999998,1.684285097842265,-0.2459999999999998,-0.1588941443138035,-0.2469999999999998,1.287486195209038,-0.2459999999999998,0.2454699884806286
-0.2459999999999998,1.684126203697951,-0.2449999999999998,-0.1607492578530322,-0.2459999999999998,1.287731665197518,-0.2449999999999998,0.2453683520495795
-0.2449999999999998,1.683965454440098,-0.2439999999999998,-0.1626421755867023,-0.2449999999999998,1.287977033549568,-0.2439999999999998,0.2452645178108168
-0.2439999999999998,1.683802812264511,-0.2429999999999998,-0.1645741154956414,-0.2439999999999998,1.288222298067379,-0.2429999999999998,0.2451584417748618
-0.2429999999999998,1.683638238149015,-0.2419999999999998,-0.1665463520978959,-0.2429999999999998,1.288467456509154,-0.2419999999999998,0.2450500791908448
-0.2419999999999998,1.683471691796917,-0.2409999999999998,-0.1685602164385179,-0.2419999999999998,1.288712506588344,-0.2409999999999998,0.2449393845314061
-0.2409999999999998,1.683303131580479,-0.2399999999999998,-0.1706171026634172,-0.2409999999999998,1.288957445972876,-0.2399999999999998,0.2448263114798175
-0.2399999999999998,1.683132514477816,-0.2389999999999998,-0.1727184697870586,-0.2399999999999998,1.289202272284356,-0.2389999999999998,0.2447108129282058
-0.2389999999999998,1.682959796008028,-0.2379999999999998,-0.1748658467226603,-0.2389999999999998,1.289446983097284,-0.2379999999999998,0.2445928409642304
-0.2379999999999998,1.682784930161306,-0.2369999999999998,-0.1770608350868395,-0.2379999999999998,1.289691575938248,-0.2369999999999998,0.2444723468610908
-0.2369999999999998,1.682607869326219,-0.2359999999999998,-0.1793051152998436,-0.2369999999999998,1.289936048285109,-0.2359999999999998,0.2443492810693113
-0.2359999999999998,1.682428564210919,-0.2349999999999998,-0.1816004523984558,-0.2359999999999998,1.290180397566179,-0.2349999999999998,0.2442235932118562
-0.2349999999999998,1.682246963758521,-0.2339999999999998,-0.1839486940948818,-0.2349999999999998,1.29042462115939,-0.2339999999999998,0.2440952320674759
-0.2339999999999998,1.682063015064426,-0.2329999999999998,-0.1863517905058563,-0.2339999999999998,1.290668716391458,-0.2329999999999998,0.2439641455673767
-0.2329999999999998,1.68187666327392,-0.2319999999999998,-0.1888117829946799,-0.2329999999999998,1.290912680537025,-0.2319999999999998,0.2438302807894475
-0.2319999999999998,1.681687851490925,-0.2309999999999998,-0.1913308252150523,-0.2319999999999998,1.291156510817815,-0.2309999999999998,0.2436935839378316
-0.2309999999999998,1.68149652066571,-0.2299999999999998,-0.1939111832993666,-0.2309999999999998,1.291400204401753,-0.2299999999999998,0.2435540003475898
-0.2299999999999998,1.681302609482411,-0.2289999999999998,-0.196555242571783,-0.2299999999999998,1.2916437584021,-0.2289999999999998,0.2434114744724878
-0.2289999999999998,1.681106054239839,-0.2279999999999998,-0.1992655192237789,-0.2289999999999998,1.291887169876573,-0.2279999999999998,0.2432659498705634
-0.2279999999999998,1.680906788720615,-0.2269999999999998,-0.2020446681363362,-0.2279999999999998,1.292130435826443,-0.2269999999999998,0.2431173692059028
-0.2269999999999998,1.680704744052479,-0.2259999999999998,-0.2048954905802256,-0.2269999999999998,1.292373553195649,-0.2259999999999998,0.2429656742353179
-0.2259999999999998,1.680499848561899,-0.2249999999999998,-0.207820950497206,-0.2259999999999998,1.292616518869884,-0.2249999999999998,0.2428108058025733
-0.2249999999999998,1.680292027611402,-0.2239999999999998,-0.210824173401347,-0.2249999999999998,1.292859329675687,-0.2239999999999998,0.2426527038312807
-0.2239999999999998,1.680081203438,-0.2229999999999998,-0.2139084759762431,-0.2239999999999998,1.293101982379518,-0.2229999999999998,0.2424913073146848
-0.2229999999999998,1.679867294962024,-0.2219999999999998,-0.2170773669223356,-0.2229999999999998,1.293344473686833,-0.2219999999999998,0.2423265543152195
-0.2219999999999998,1.679650217595102,-0.2209999999999998,-0.2203345651203834,-0.2219999999999998,1.293586800241148,-0.2209999999999998,0.2421583819536275
-0.2209999999999998,1.679429883029981,-0.2199999999999998,-0.223684013714198,-0.2209999999999998,1.293828958623102,-0.2199999999999998,0.2419867264025208
-0.2199999999999998,1.679206199016267,-0.2189999999999998,-0.2271299046625595,-0.2199999999999998,1.294070945349504,-0.2189999999999998,0.2418115228881577
-0.2189999999999998,1.678979069111604,-0.2179999999999997,-0.23067668749821,-0.2189999999999998,1.294312756872392,-0.2179999999999997,0.2416327056686816
-0.2179999999999997,1.678748392424106,-0.2169999999999997,-0.2343291005602042,-0.2179999999999997,1.294554389578061,-0.2169999999999997,0.2414502080481105
-0.2169999999999997,1.678514063323546,-0.2159999999999997,-0.2380921830105185,-0.2169999999999997,1.294795839786109,-0.2159999999999997,0.2412639623639021
-0.2159999999999997,1.678275971140536,-0.2149999999999997,-0.2419713108208208,-0.2159999999999997,1.295037103748473,-0.2149999999999997,0.2410738999665261
-0.2149999999999997,1.678033999829715,-0.2139999999999997,-0.2459722143561824,-0.2149999999999997,1.29527817764844,-0.2139999999999997,0.2408799512563229
-0.2139999999999997,1.677788027615359,-0.2129999999999997,-0.2501010173874272,-0.2139999999999997,1.295519057599696,-0.2129999999999997,0.2406820456277712
-0.2129999999999997,1.677537926597971,-0.2119999999999997,-0.2543642648793474,-0.2129999999999997,1.295759739645324,-0.2119999999999997,0.24048011151212
-0.2119999999999997,1.677283562333092,-0.2109999999999997,-0.2587689574577998,-0.2119999999999997,1.296000219756836,-0.2109999999999997,0.2402740763496334
-0.2109999999999997,1.677024793375634,-0.2099999999999997,-0.2633226051715896,-0.2109999999999997,1.296240493833186,-0.2099999999999997,0.240063866588258
-0.2099999999999997,1.676761470770462,-0.2089999999999997,-0.2680332513593784,-0.2099999999999997,1.296480557699774,-0.2089999999999997,0.2398494076991662
-0.2089999999999997,1.676493437519103,-0.2079999999999997,-0.2729095425675341,-0.2089999999999997,1.296720407107473,-0.2079999999999997,0.2396306241538857
-0.2079999999999997,1.676220527976535,-0.2069999999999997,-0.2779607738734311,-0.2079999999999997,1.296960037731627,-0.2069999999999997,0.2394074394429511
-0.2069999999999997,1.675942567202662,-0.2059999999999997,-0.2831969477545823,-0.2069999999999997,1.29719944517107,-0.2059999999999997,0.2391797760603607
-0.2059999999999997,1.675659370254907,-0.2049999999999997,-0.2886288506385168,-0.2059999999999997,1.29743862494713,-0.2049999999999997,0.2389475555180096
-0.2049999999999997,1.675370741404269,-0.2039999999999997,-0.2942681248805365,-0.2049999999999997,1.297677572502648,-0.2039999999999997,0.2387106983379181
-0.2039999999999997,1.675076473279388,-0.2029999999999997,-0.3001273499727561,-0.2039999999999997,1.297916283200986,-0.2029999999999997,0.2384691240606693
-0.2029999999999997,1.674776345929416,-0.2019999999999997,-0.3062201484700375,-0.2029999999999997,1.298154752325047,-0.2019999999999997,0.2382227512394139
-0.2019999999999997,1.674470125780946,-0.2009999999999997,-0.3125612820922272,-0.2019999999999997,1.298392975076286,-0.2009999999999997,0.2379714974583
-0.2009999999999997,1.674157564498853,-0.1999999999999997,-0.3191667770723325,-0.2009999999999997,1.298630946573744,-0.1999999999999997,0.2377152793189283
-0.1999999999999997,1.673838397721781,-0.1989999999999997,-0.3260540586029756,-0.1999999999999997,1.298868661853063,-0.1989999999999997,0.2374540124632227
-0.1989999999999997,1.673512343663178,-0.1979999999999997,-0.3332421064332622,-0.1989999999999997,1.299106115865527,-0.1979999999999997,0.237187611566547
-0.1979999999999997,1.673179101556745,-0.1969999999999997,-0.3407516206179736,-0.1979999999999997,1.299343303477093,-0.1969999999999997,0.2369159903476967
-0.1969999999999997,1.672838349936127,-0.1959999999999997,-0.3486052250725177,-0.1969999999999997,1.299580219467441,-0.1959999999999997,0.2366390615855527
-0.1959999999999997,1.672489744711054,-0.1949999999999997,-0.356827683617,-0.1959999999999997,1.299816858529026,-0.1949999999999997,0.2363567371124196
-0.1949999999999997,1.672132917027437,-0.1939999999999997,-0.3654461571196418,-0.1949999999999997,1.300053215266139,-0.1939999999999997,0.2360689278373405
-0.1939999999999997,1.671767470870318,-0.1929999999999997,-0.3744904823304026,-0.1939999999999997,1.300289284193976,-0.1929999999999997,0.2357755437458751
-0.1929999999999997,1.671392980387987,-0.1919999999999997,-0.3839935187366358,-0.1929999999999997,1.300525059737722,-0.1919999999999997,0.2354764939256346
-0.1919999999999997,1.671008986869251,-0.1909999999999997,-0.3939915046480277,-0.1919999999999997,1.300760536231648,-0.1909999999999997,0.2351716865587326
-0.1909999999999997,1.670614995364603,-0.1899999999999997,-0.4045245142816342,-0.1909999999999997,1.300995707918206,-0.1899999999999997,0.2348610289613082
-0.1899999999999997,1.670210470850321,-0.1889999999999997,-0.4156369318739635,-0.1899999999999997,1.301230568947168,-0.1889999999999997,0.2345444275686501
-0.1889999999999997,1.669794833918447,-0.1879999999999997,-0.4273780543058155,-0.1889999999999997,1.301465113374736,-0.1879999999999997,0.2342217879764961
-0.1879999999999997,1.669367455864141,-0.1869999999999997,-0.4398027420065005,-0.1879999999999997,1.301699335162713,-0.1869999999999997,0.2338930149494709
-0.1869999999999997,1.668927653122135,-0.1859999999999997,-0.4529721969608321,-0.1869999999999997,1.301933228177662,-0.1859999999999997,0.233558012428414
-0.1859999999999997,1.668474680925174,-0.1849999999999997,-0.4669548776912165,-0.1859999999999997,1.302166786190091,-0.1849999999999997,0.2332166835690151
-0.1849999999999997,1.668007726047483,-0.1839999999999997,-0.4818275357929553,-0.1849999999999997,1.30240000287366,-0.1839999999999997,0.2328689307478091
-0.1839999999999997,1.66752589851169,-0.1829999999999997,-0.4976764671842377,-0.1839999999999997,1.302632871804408,-0.1829999999999997,0.2325146555872679
-0.1829999999999997,1.667028222044505,-0.1819999999999997,-0.5145989509403033,-0.1829999999999997,1.302865386459995,-0.1819999999999997,0.232153758987552
-0.1819999999999997,1.666513623093565,-0.1809999999999997,-0.5327049523307088,-0.1819999999999997,1.303097540218982,-0.1809999999999997,0.2317861411402775
-0.1809999999999997,1.665980918141234,-0.1799999999999997,-0.5521191401793852,-0.1809999999999997,1.303329326360123,-0.1799999999999997,0.231411701550943
-0.1799999999999997,1.665428799001055,-0.1789999999999997,-0.5729832575307453,-0.1799999999999997,1.303560738061674,-0.1789999999999997,0.2310303390866684
-0.1789999999999997,1.664855815743524,-0.1779999999999997,-0.5954589486263367,-0.1789999999999997,1.30379176840076,-0.1779999999999997,0.2306419519793044
-0.1779999999999997,1.664260356794898,-0.1769999999999997,-0.6197310989228816,-0.1779999999999997,1.30402241035274,-0.1769999999999997,0.2302464378776124
-0.1769999999999997,1.663640625695975,-0.1759999999999997,-0.6460118100821693,-0.1769999999999997,1.304252656790617,-0.1759999999999997,0.2298436938572566
-0.1759999999999997,1.662994613885893,-0.1749999999999997,-0.674545158603434,-0.1759999999999997,1.304482500484474,-0.1749999999999997,0.2294336164718745
-0.1749999999999997,1.662320068727289,-0.1739999999999997,-0.70561281218584,-0.1749999999999997,1.304711934100946,-0.1739999999999997,0.2290161017775015
-0.1739999999999997,1.661614455915104,-0.1729999999999997,-0.7395407769066324,-0.1739999999999997,1.304940950202724,-0.1729999999999997,0.2285910453716509
-0.1729999999999997,1.660874915138197,-0.1719999999999997,-0.7767073543141205,-0.1729999999999997,1.305169541248095,-0.1719999999999997,0.2281583424239562
-0.1719999999999997,1.660098207783883,-0.1709999999999997,-0.8175525902800455,-0.1719999999999997,1.305397699590519,-0.1709999999999997,0.2277178877265749
-0.1709999999999997,1.659280655193603,-0.1699999999999997,-0.8625893762288498,-0.1709999999999997,1.305625417478246,-0.1699999999999997,0.2272695757237207
-0.1699999999999997,1.658418065817374,-0.1689999999999997,-0.9124163427340896,-0.1699999999999997,1.30585268705397,-0.1689999999999997,0.2268133005574045
-0.1689999999999997,1.65750564947464,-0.1679999999999997,-0.9677326410175704,-0.1689999999999997,1.306079500354527,-0.1679999999999997,0.226348956109179
-0.1679999999999997,1.656537916833622,-0.1669999999999997,-1.029354399842085,-0.1679999999999997,1.306305849310636,-0.1669999999999997,0.2258764360447694
-0.1669999999999997,1.65550856243378,-0.1659999999999997,-1.098232316905533,-0.1669999999999997,1.306531725746681,-0.1659999999999997,0.2253956338675865
-0.1659999999999997,1.654410330116875,-0.1649999999999997,-1.175469209168777,-0.1659999999999997,1.306757121380549,-0.1649999999999997,0.2249064429482582
-0.1649999999999997,1.653234860907706,-0.1639999999999997,-1.262334914671203,-0.1649999999999997,1.306982027823497,-0.1639999999999997,0.2244087565912432
-0.1639999999999997,1.651972525993035,-0.1629999999999997,-1.360274637535185,-0.1639999999999997,1.307206436580088,-0.1629999999999997,0.2239024680794619
-0.1629999999999997,1.650612251355499,-0.1619999999999997,-1.470903430329072,-0.1629999999999997,1.307430339048168,-0.1619999999999997,0.2233874707224801
-0.1619999999999997,1.64914134792517,-0.1609999999999997,-1.595976370577067,-0.1619999999999997,1.30765372651889,-0.1609999999999997,0.2228636579131303
-0.1609999999999997,1.647545371554593,-0.1599999999999997,-1.737318745481663,-0.1609999999999997,1.307876590176803,-0.1599999999999997,0.2223309231834667
-0.1599999999999997,1.645808052809112,-0.1589999999999997,-1.896696645163452,-0.1599999999999997,1.308098921099987,-0.1589999999999997,0.221789160259833
-0.1589999999999997,1.643911356163948,-0.1579999999999997,-2.075606359753788,-0.1589999999999997,1.308320710260247,-0.1579999999999997,0.2212382631172625
-0.1579999999999997,1.641835749804194,-0.1569999999999997,-2.274968322738766,-0.1579999999999997,1.308541948523364,-0.1569999999999997,0.2206781260456479
-0.1569999999999997,1.639560781481456,-0.1559999999999997,-2.494733573760397,-0.1569999999999997,1.308762626649409,-0.1559999999999997,0.2201086437001452
-0.1559999999999997,1.637066047907695,-0.1549999999999997,-2.733455930188142,-0.1559999999999997,1.30898273529311,-0.1549999999999997,0.2195297111748926
-0.1549999999999997,1.634332591977507,-0.1539999999999997,-2.987944331675815,-0.1549999999999997,1.309202265004284,-0.1539999999999997,0.2189412240549691
-0.1539999999999997,1.631344647645831,-0.1529999999999997,-3.253161392963607,-0.1539999999999997,1.309421206228339,-0.1529999999999997,0.2183430784830074
-0.1529999999999997,1.628091486252868,-0.1519999999999997,-3.52252218855997,-0.1529999999999997,1.309639549306822,-0.1519999999999997,0.2177351712340234
-0.1519999999999997,1.624568964064308,-0.1509999999999997,-3.788633703709184,-0.1519999999999997,1.309857284478056,-0.1509999999999997,0.2171173997651541
-0.1509999999999997,1.620780330360599,-0.1499999999999997,-4.044321880694254,-0.1509999999999997,1.310074401877822,-0.1499999999999997,0.2164896622960375
-0.1499999999999997,1.616736008479904,-0.1489999999999997,-4.283636715025626,-0.1499999999999997,1.310290891540118,-0.1489999999999997,0.2158518578714295
-0.1489999999999997,1.612452371764879,-0.1479999999999997,-4.502521794423671,-0.1489999999999997,1.310506743397989,-0.1479999999999997,0.2152038864340342
-0.1479999999999997,1.607949849970455,-0.1469999999999997,-4.698996138106311,-0.1479999999999997,1.310721947284423,-0.1469999999999997,0.2145456488931161
-0.1469999999999997,1.603250853832349,-0.1459999999999997,-4.872906841598685,-0.1469999999999997,1.310936492933316,-0.1459999999999997,0.2138770471888927
-0.1459999999999997,1.59837794699075,-0.1449999999999997,-5.02544009748251,-0.1459999999999997,1.311150369980505,-0.1449999999999997,0.2131979843793539
-0.1449999999999997,1.593352506893267,-0.1439999999999997,-5.158586885830592,-0.1449999999999997,1.311363567964885,-0.1439999999999997,0.2125083646986601
-0.1439999999999997,1.588193920007437,-0.1429999999999997,-5.27469225133514,-0.1439999999999997,1.311576076329583,-0.1429999999999997,0.2118080936344134
-0.1429999999999997,1.582919227756102,-0.1419999999999997,-5.376136781842118,-0.1429999999999997,1.311787884423218,-0.1419999999999997,0.2110970780060393
-0.1419999999999997,1.57754309097426,-0.1409999999999997,-5.46514508333162,-0.1419999999999997,1.311998981501224,-0.1409999999999997,0.2103752260316225
-0.1409999999999997,1.572077945890928,-0.1399999999999997,-5.543691842029736,-0.1409999999999997,1.312209356727255,-0.1399999999999997,0.2096424474073986
-0.1399999999999997,1.566534254048898,-0.1389999999999997,-5.613472118691337,-0.1399999999999997,1.312418999174663,-0.1389999999999997,0.2088986533792523
-0.1389999999999997,1.560920781930207,-0.1379999999999997,-5.675909122127671,-0.1389999999999997,1.312627897828042,-0.1379999999999997,0.2081437568159925
-0.1379999999999997,1.555244872808079,-0.1369999999999997,-5.732180465605413,-0.1379999999999997,1.312836041584858,-0.1369999999999997,0.2073776722901764
-0.1369999999999997,1.549512692342474,-0.1359999999999997,-5.783251495346637,-0.1369999999999997,1.313043419257148,-0.1359999999999997,0.2066003161464989
-0.1359999999999997,1.543729440847127,-0.1349999999999997,-5.82990897768631,-0.1359999999999997,1.313250019573295,-0.1349999999999997,0.2058116065783986
-0.1349999999999997,1.537899531869441,-0.1339999999999997,-5.872792068277283,-0.1349999999999997,1.313455831179873,-0.1339999999999997,0.2050114637019982
-0.1339999999999997,1.532026739801164,-0.1329999999999997,-5.912419169377786,-0.1339999999999997,1.313660842643575,-0.1329999999999997,0.2041998096333762
-0.1329999999999997,1.526114320631786,-0.1319999999999997,-5.949210574655023,-0.1329999999999997,1.313865042453208,-0.1319999999999997,0.2033765685545139
-0.1319999999999997,1.520165110057131,-0.1309999999999997,-5.983507157989449,-0.1319999999999997,1.314068419021763,-0.1309999999999997,0.2025416667890133
-0.1309999999999997,1.514181602899141,-0.1299999999999997,-6.015585491571546,-0.1309999999999997,1.314270960688552,-0.1299999999999997,0.2016950328831422
-0.1299999999999997,1.50816601740757,-0.1289999999999997,-6.045670195685243,-0.1299999999999997,1.314472655721435,-0.1289999999999997,0.2008365976586822
-0.1289999999999997,1.502120347211884,-0.1279999999999997,-6.073943784513197,-0.1289999999999997,1.314673492319094,-0.1279999999999997,0.1999662942993028
